"deeplink","Domain","host","tld","domaincc","keywords","LE","BL","DP","LP","CCP","IPP","ABY","ACR","WBY","Registrar","Alexa","QCR","Dmoz","Add Date","C","N","O","B","I","D","US","COM.AU","CA","UK","CO.UK","CO","EU","IN","CO.IN","AT","CH","BE","NL","DK","FR","PL","ES","PT","IT","ME","TV","IO","CN","RU","SE","NU","TLDs Reg","TLDs Reg32","TLDs Free32","SG","CO","CPC","SDE","CODE","CPCDE","SUS","COUS","CPCUS","SUK","COUK","CPCUK","MMGR","MMIP","MMCP","SQI","NFB","NTW","CF","TF","TR","MBL","MIU","MCU","MDP","MIP","MCP","TTF","MODE","MOLE","MOLI","MOLP","MRDL","MRDF","MRDH","MRDD","MRDS","ML","MLTP","MRL","MRLP","MDPE","MBLE","MDPG","MBLG","MDPEE","MBLEE","MDPGE","MBLGE","SRUSR","SRUSK","SRUST","SRUSC","RDT","RDS","RDE","RDT COM","RDS COM","RDE COM","RDT CNO","RDS CNO","RDE CNO","WPL","GEO","GEOC","GEOD","Dropped","Status",
"https://www.expireddomains.net/goto/1/5v09yy/489/?tr=export","disagr.ee","disagr","ee","disagr.ee","Disa Gr","6","1","0","0","0","0","2016-02-06","6","2017-10-04","Zone Media OÜ","0","0","no","1542633183","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","registered","available","available","1","1","31","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","taken","taken","0","0","0.00","1","8","8","1","1","1","-","2","3","2","8","1","1","0","1","0","[Estonian - 66.60%], [Russian - 33.30%]","6","","0","0","0","0","0","0","0","0","0","0","0","0","0","125","124","1","88","87","1","116","115","1","0","","","","2018-11-19 13:13","available",
"https://www.expireddomains.net/goto/1/aytb5h/489/?tr=export","grazie.ee","grazie","ee","grazie.ee","Grazie","6","1","1","2","1","1","0000-00-00","0","2016-10-04","Elkdata OÜ","0","0","no","1542633243","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","registered","registered","available","registered","registered","registered","registered","available","registered","registered","registered","available","registered","registered","available","registered","registered","available","registered","registered","62","26","6","165000","0","0.46 USD","6600","0","0.00 EUR","22200","1","0.79 USD","4400","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","1","2","1","1","1","1","-","0","0","0","0","1","1","0","1","1","","0","[Russian - 100.00%]","1","0","0","0","0","0","0","0","0","0","0","0","0","771","554","217","646","493","154","747","542","205","0","PA","AT","graz>at-city","2018-11-19 13:14","available",
"https://www.expireddomains.net/goto/1/630nol/489/?tr=export","oneb.ee","oneb","ee","oneb.ee","oneb","4","0","0","0","0","0","0000-00-00","0","2017-10-03","NETIM","0","0","no","1542546842","registered","registered","registered","available","available","registered","available","available","registered","available","registered","available","available","available","available","available","available","available","registered","available","available","available","available","available","registered","registered","available","registered","registered","registered","registered","available","23","13","19","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","8784","8629","155","6886","6771","116","8451","8303","148","0","","","","2018-11-18 13:14","available",
"https://www.expireddomains.net/goto/1/4qd52s/489/?tr=export","raatuse68.ee","raatuse68","ee","raatuse68.ee","raatuse","9","0","1","1","1","1","2014-08-01","11","2016-10-03","Zone Media OÜ","0","0","no","1542546842","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","0","0","32","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","taken","available","0","0","0.00","0","2","2","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","2018-11-18 13:14","available",
"https://www.expireddomains.net/goto/1/62w7ws/489/?tr=export","daki.ee","daki","ee","daki.ee","Daki","4","0","0","0","0","0","0000-00-00","0","2017-10-03","NETIM","0","0","no","1542546842","registered","registered","registered","registered","available","registered","available","available","registered","available","registered","registered","registered","registered","available","registered","registered","available","registered","registered","registered","registered","registered","registered","registered","registered","available","available","registered","registered","registered","available","38","23","9","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","6","6","0","0","0","-","0","0","1","5","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","2502","1854","648","2087","1567","521","2408","1786","622","0","","","","2018-11-18 13:14","available",
"https://www.expireddomains.net/goto/1/62xvsn/489/?tr=export","hipe.ee","hipe","ee","Hipe.ee","Hipe","4","0","0","0","0","0","2017-10-19","4","2017-10-05","Edicy OÜ","0","0","no","1542719584","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","registered","registered","registered","registered","registered","registered","registered","56","30","2","22200","7","0.31 USD","1000","4","0.00 EUR","2400","1","0.22 USD","720","17","0.17 GBP","0","0","0","0","available","taken","0","0","0.00","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","4219","3995","224","3343","3160","184","4032","3819","213","0","","","","2018-11-20 13:13","available",
"https://www.expireddomains.net/goto/1/8gd5q3/489/?tr=export","koduvere.ee","koduvere","ee","koduvere.ee","Kodu Vere","8","0","0","0","0","0","2013-10-11","15","2010-10-07","Zone Media OÜ","0","0","no","1542892442","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","0","0","32","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","18","17","0","0","0","-","0","0","1","1","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","2018-11-22 13:14","available",
"https://www.expireddomains.net/goto/1/63322s/489/?tr=export","usna.ee","usna","ee","usna.ee","Usna","4","0","0","0","0","0","0000-00-00","0","2017-10-01","Zone Media OÜ","0","0","no","1542374042","registered","registered","registered","available","registered","registered","available","available","registered","available","registered","available","registered","available","available","available","available","available","available","available","available","available","available","available","available","available","registered","available","available","registered","available","available","23","10","22","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","1","1","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","1294","1070","224","970","795","176","1251","1039","212","0","","","","2018-11-16 13:14","available",
"https://www.expireddomains.net/goto/1/62xeu7/489/?tr=export","gda.ee","gda","ee","gda.ee","Gda","3","0","0","0","0","0","2016-06-20","5","2015-10-07","Zone Media OÜ","0","0","no","1542892441","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","available","registered","registered","registered","available","139","28","4","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","3","3","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","2018-11-22 13:14","available",
"https://www.expireddomains.net/goto/1/631u97/489/?tr=export","roly.ee","roly","ee","Roly.ee","Roly","4","0","0","0","0","0","0000-00-00","0","2017-10-06","Elkdata OÜ","0","0","no","1542805984","registered","registered","registered","available","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","67","29","3","33100","12","0.68 USD","260","9","0.08 EUR","1600","1","0.00 USD","720","1","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","1","1","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","895","560","335","778","503","276","869","548","321","0","","","","2018-11-21 13:13","available",
"https://www.expireddomains.net/goto/1/631qbj/489/?tr=export","rhc.ee","rhc","ee","rhc.ee","rhc","3","0","0","0","0","0","0000-00-00","0","2017-10-02","Elkdata OÜ","0","0","no","1542460443","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","registered","registered","registered","registered","registered","registered","114","30","2","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","2018-11-17 13:14","available",
"https://www.expireddomains.net/goto/1/62v8gf/489/?tr=export","amas.ee","amas","ee","Amas.ee","Amas","4","0","0","0","0","0","0000-00-00","0","2015-10-01","Zone Media OÜ","0","0","no","1542374042","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","available","registered","registered","registered","available","registered","registered","registered","registered","available","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","registered","available","72","26","6","1830000","10","0.29 USD","246000","12","0.02 EUR","673000","12","0.91 USD","90500","5","0.08 GBP","0","0","0","0","taken","taken","0","0","0.00","0","2","2","0","0","0","-","2","14","0","1","0","0","0","0","0","[Russian - 100.00%]","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","21036","3177","17859","17782","2569","15214","20449","3068","17381","0","","","","2018-11-16 13:14","available",
"https://www.expireddomains.net/goto/1/9cfnaq/489/?tr=export","taomi.ee","taomi","ee","taomi.ee","Tao Mi","5","0","0","0","0","0","0000-00-00","0","2017-10-01","ALMIC OÜ","0","0","no","1542373983","registered","registered","registered","registered","available","registered","available","available","available","available","available","registered","registered","available","available","available","available","available","registered","available","available","available","available","available","available","registered","available","registered","registered","registered","available","available","41","12","20","90","5","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","27","27","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","527","427","100","466","378","89","521","423","98","0","","","","2018-11-16 13:13","available",
"https://www.expireddomains.net/goto/1/632bpb/489/?tr=export","svg.ee","svg","ee","svg.ee","svg","3","0","0","0","0","0","2001-03-01","5","2017-10-04","Zone Media OÜ","0","0","no","1542633242","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","available","registered","registered","registered","registered","registered","135","29","3","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","1","1","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","2018-11-19 13:14","available",
"https://www.expireddomains.net/goto/1/630szx/489/?tr=export","oxb.ee","oxb","ee","oxb.ee","oxb","3","0","0","0","0","0","0000-00-00","0","2017-10-03","Instra Corporation Pty Ltd","0","0","no","1542546842","registered","registered","registered","registered","available","registered","registered","available","registered","available","registered","registered","registered","registered","available","available","available","registered","registered","available","registered","registered","available","registered","registered","available","available","registered","registered","registered","available","available","42","20","12","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","2","2","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","2018-11-18 13:14","available",
"https://www.expireddomains.net/goto/1/631osu/489/?tr=export","refi.ee","refi","ee","refi.ee","Re Fi","4","0","0","0","0","0","0000-00-00","0","2017-10-05","Elkdata OÜ","0","0","no","1542719584","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","available","registered","registered","registered","registered","registered","registered","registered","available","124","28","4","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","1","1","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","14779","12810","1969","12608","10967","1642","14280","12399","1881","0","","","","2018-11-20 13:13","available",
"https://www.expireddomains.net/goto/1/630afi/489/?tr=export","noms.ee","noms","ee","Noms.ee","Noms","4","0","0","0","0","0","0000-00-00","0","2017-10-07","Elkdata OÜ","0","0","no","1542892442","registered","registered","registered","registered","registered","registered","registered","registered","registered","available","registered","registered","registered","registered","available","registered","registered","registered","registered","available","registered","registered","available","available","registered","registered","available","registered","registered","registered","registered","available","54","25","7","18100","1","0.19 USD","170","1","0.00 EUR","4400","2","0.00 USD","2400","2","0.00 GBP","0","0","0","0","taken","taken","0","0","0.00","0","19","16","0","0","0","-","1","1","8","12","0","0","0","0","0","[Estonian - 87.50%], [English - 12.50%]","8","","0","0","0","0","0","0","0","0","0","0","0","0","0","1552","403","1149","1300","329","972","1490","381","1109","0","","","","2018-11-22 13:14","available",
"https://www.expireddomains.net/goto/1/4vykt0/489/?tr=export","insko.ee","insko","ee","insko.ee","insko","5","0","0","0","0","0","2016-06-28","4","2013-10-01","Elkdata OÜ","0","0","no","1542374042","registered","registered","registered","available","available","registered","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","registered","available","available","available","available","available","available","available","available","available","available","10","5","27","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","taken","taken","0","0","0.00","0","13","6","0","0","0","-","0","0","4","6","0","0","0","0","0","[Estonian - 100.00%]","6","","0","0","0","0","0","0","0","0","0","0","0","0","0","134","31","103","80","25","56","111","30","81","0","","","","2018-11-16 13:14","available",
"https://www.expireddomains.net/goto/1/62wlav/489/?tr=export","dzii.ee","dzii","ee","dzii.ee","dzii","4","0","0","0","0","0","0000-00-00","0","2017-09-30","Elkdata OÜ","0","0","no","1542287643","registered","available","available","registered","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","registered","available","available","available","available","available","available","available","available","available","available","available","7","3","29","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","taken","0","0","0.00","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","56","16","40","41","13","29","49","14","35","0","","","","2018-11-15 13:14","available",
"https://www.expireddomains.net/goto/1/62vaar/489/?tr=export","apnk.ee","apnk","ee","apnk.ee","Ap Nk","4","0","0","0","0","0","0000-00-00","0","2015-10-05","Elkdata OÜ","0","0","no","1542719584","registered","registered","registered","available","available","registered","available","available","available","registered","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","available","registered","registered","available","available","11","7","25","0","0","0.00 USD","0","0","0.00 EUR","0","0","0.00 USD","0","0","0.00 GBP","0","0","0","0","available","available","0","0","0.00","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","27","11","16","21","9","13","26","11","15","0","","","","2018-11-20 13:13","available",
